QUANTITYORDERED,PRICEEACH,QTR_ID,PRODUCTLINE_Classic Cars,PRODUCTLINE_Motorcycles,PRODUCTLINE_Planes,PRODUCTLINE_Ships,PRODUCTLINE_Trains,PRODUCTLINE_Trucks and Buses,PRODUCTLINE_Vintage Cars,Cluster GMM
45.0,100.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2
39.0,100.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
43.0,100.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
29.0,100.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
20.0,100.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
46.0,100.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
27.0,100.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
44.0,100.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
43.0,100.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2
49.0,100.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2
40.0,100.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2
30.0,100.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2
50.0,100.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
23.0,100.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
26.0,100.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
27.0,100.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
42.0,100.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
47.0,100.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
49.0,100.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
38.0,100.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
20.0,100.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
25.0,100.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2
25.0,88.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6
41.0,100.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2
28.0,100.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2
50.0,67.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
32.0,50.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
42.0,53.88,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
24.0,62.36,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
27.0,69.62,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
26.0,57.51,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
38.0,61.15,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
42.0,59.33,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
23.0,71.44,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
21.0,62.96,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
28.0,50.85,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
33.0,72.65,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
25.0,62.96,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
28.0,61.75,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
46.0,49.04,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
30.0,61.15,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
38.0,84.25,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
40.0,56.91,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
45.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
27.0,49.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
42.0,72.65,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
36.0,63.57,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
29.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
39.0,100.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
45.0,100.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
47.0,100.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
49.0,100.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
46.0,100.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
48.0,100.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
46.0,100.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
35.0,100.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
43.0,100.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
26.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
22.0,98.18,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
34.0,99.41,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
50.0,100.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
48.0,100.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
41.0,100.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
36.0,100.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
29.0,100.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
33.0,37.48,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
46.0,100.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
38.0,100.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
20.0,36.42,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
22.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
27.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
56.0,98.18,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
38.0,99.41,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
25.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
33.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
42.0,100.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
33.0,100.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
38.0,100.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
31.0,100.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
20.0,100.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
44.0,100.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
26.0,100.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
27.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
46.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
47.0,100.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
37.0,100.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
31.0,100.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
24.0,100.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
31.0,100.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
50.0,100.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
35.0,64.69,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
30.0,100.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
29.0,100.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
27.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
40.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
31.0,98.99,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
6.0,100.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
45.0,100.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
22.0,54.09,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
45.0,68.67,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
43.0,65.02,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
46.0,61.99,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
39.0,69.28,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
31.0,71.1,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
41.0,69.28,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
44.0,60.16,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
45.0,70.49,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
37.0,69.89,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
35.0,61.38,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
28.0,59.55,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
30.0,61.99,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
30.0,49.22,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
25.0,69.28,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
29.0,57.73,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
26.0,57.73,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
41.0,53.48,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
34.0,52.87,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
35.0,61.21,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
34.0,61.38,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
50.0,100.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
41.0,61.99,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
22.0,96.86,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
35.0,48.62,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
44.0,38.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
47.0,61.99,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
19.0,49.22,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
34.0,90.39,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
29.0,71.81,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
49.0,69.27,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
30.0,85.32,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
21.0,70.96,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
50.0,76.88,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
47.0,100.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
24.0,76.03,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
27.0,98.84,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
33.0,86.17,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
35.0,90.39,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
31.0,71.81,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
25.0,82.79,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
27.0,82.79,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
31.0,100.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
45.0,100.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
27.0,100.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
27.0,100.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
42.0,69.27,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
21.0,74.77,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
34.0,76.88,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
42.0,76.03,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
15.0,98.84,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
29.0,70.87,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8
46.0,58.15,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8
30.0,61.78,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8
30.0,49.67,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8
42.0,51.48,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8
46.0,61.18,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8
25.0,64.2,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8
32.0,65.42,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8
30.0,64.81,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8
40.0,49.67,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8
28.0,60.57,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8
23.0,55.72,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8
29.0,61.18,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8
34.0,58.75,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8
37.0,63.6,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8
20.0,49.06,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8
32.0,48.46,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8
34.0,52.09,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8
42.0,52.7,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8
38.0,100.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8
30.0,62.16,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8
23.0,49.67,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8
22.0,53.3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8
39.0,100.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8
55.0,55.72,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8
36.0,61.18,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8
26.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
31.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
34.0,100.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
41.0,100.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
23.0,100.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
48.0,100.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
22.0,100.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
21.0,100.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
22.0,100.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
40.0,100.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
50.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
29.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
43.0,100.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
24.0,100.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
22.0,100.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
43.0,100.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
20.0,100.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
25.0,100.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
36.0,100.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
24.0,52.67,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
21.0,100.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
30.0,100.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
32.0,94.79,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
21.0,47.18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
26.0,78.11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
35.0,100.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
26.0,100.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2
46.0,100.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2
37.0,100.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
27.0,100.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
23.0,100.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
39.0,100.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
27.0,100.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
38.0,100.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
27.0,100.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
40.0,100.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2
24.0,100.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2
44.0,100.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2
37.0,100.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2
20.0,100.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
39.0,100.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
44.0,100.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
22.0,100.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
43.0,100.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
27.0,100.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
26.0,64.9,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6
25.0,52.32,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6
49.0,100.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2
29.0,100.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2
41.0,100.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2
55.0,100.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2
27.0,83.07,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
23.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
31.0,90.17,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
46.0,100.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
47.0,91.18,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
31.0,100.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
46.0,100.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
37.0,89.15,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
28.0,93.21,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
37.0,90.17,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
49.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
24.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
30.0,100.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
50.0,88.14,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
31.0,96.24,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
46.0,100.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
47.0,100.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
46.0,100.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
37.0,100.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
33.0,100.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
31.0,90.17,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
48.0,100.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
41.0,87.13,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
42.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
41.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
32.0,45.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
10.0,88.14,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
35.0,57.46,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
28.0,64.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
46.0,73.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
20.0,71.2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
30.0,49.97,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
48.0,69.96,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
28.0,53.72,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
39.0,68.08,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
24.0,51.84,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
28.0,67.46,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
31.0,58.71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
45.0,63.71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
24.0,58.09,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
49.0,53.72,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
32.0,63.08,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
43.0,68.71,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
37.0,50.59,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
24.0,64.96,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
35.0,53.72,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
41.0,29.87,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
26.0,100.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
34.0,64.96,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
49.0,70.58,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
28.0,44.21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
40.0,68.08,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
37.0,59.96,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
31.0,53.72,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
41.0,83.44,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
21.0,89.46,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
40.0,96.34,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
46.0,74.84,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
44.0,79.14,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
46.0,73.12,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
41.0,81.72,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
32.0,89.46,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
46.0,87.74,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
28.0,100.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
49.0,94.62,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
21.0,73.98,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
32.0,84.3,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
34.0,98.06,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
21.0,98.06,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
21.0,96.34,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
31.0,83.44,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
21.0,94.62,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
25.0,45.86,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
28.0,82.58,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
43.0,64.97,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
22.0,86.74,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
37.0,93.01,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
28.0,72.26,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
30.0,74.84,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
44.0,73.98,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
25.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
43.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
30.0,97.39,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
20.0,90.06,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
26.0,100.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
40.0,100.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
31.0,89.01,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
22.0,100.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
23.0,100.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
30.0,100.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
49.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
31.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
29.0,100.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
37.0,84.82,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
38.0,100.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
29.0,100.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
23.0,100.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
26.0,85.87,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
38.0,100.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
48.0,47.04,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
40.0,39.8,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
45.0,100.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
44.0,100.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
